"inactiveWLow" "activeWLow" "inactiveWMed" "activeWMed" "inactiveWHigh" "activeWHigh" "cohort"
"1" 0.045726155990127 0.954273793459999 0.330058199239113 0.635269328118115 0.881737028773031 0.118262971124401 1880
"2" 0.0462565293592021 0.953743420984694 0.326299562549707 0.641329533818084 0.874196300821934 0.125803699060936 1881
"3" 0.0467927563732839 0.953207194888629 0.32247267413288 0.647357916597835 0.866247698006333 0.133752301860357 1882
"4" 0.0473348947176206 0.952665057486173 0.318580831979738 0.653352241974599 0.857878532761424 0.142121467087386 1883
"5" 0.0478830024849594 0.952116950684152 0.314627421713598 0.659310358401997 0.849076933153554 0.150923066675615 1884
"6" 0.0484371381745059 0.951562815982878 0.310615906092121 0.665230200709577 0.839832021528372 0.160167978279353 1885
"7" 0.048997360690764 0.951002594477316 0.306549814395966 0.671109793196308 0.830134103284529 0.169865896499942 1886
"8" 0.0495637293422498 0.950436226858362 0.302432731766414 0.676947252365228 0.819974863988573 0.18002513577086 1887
"9" 0.050136303840081 0.949863653414253 0.298268288553515 0.682740789287828 0.809347572562458 0.190652427170225 1888
"10" 0.0507151442964344 0.949284814032109 0.294060149735021 0.688488711588185 0.798247287771327 0.201752711933013 1889
"11" 0.0513003112228724 0.9486996481996 0.289812004464517 0.69418942503827 0.786671064731497 0.213328934943083 1890
"12" 0.0518918655285316 0.94810809500676 0.28552755580495 0.699841434757119 0.774618157665961 0.225381841977674 1891
"13" 0.0524898685181744 0.947510093147929 0.281210510701115 0.705443346007956 0.762090214679662 0.237909784932142 1892
"14" 0.0530943818900965 0.946905580923845 0.276864570241654 0.710993864588501 0.749091459934462 0.250908539644981 1893
"15" 0.0537054677338904 0.946294496243877 0.272493420257828 0.71649179681097 0.735628858301489 0.264371141245486 1894
"16" 0.0543231885280592 0.945676776628409 0.268100722302717 0.721936049069346 0.721712257383946 0.278287742130929 1895
"17" 0.054947607137479 0.945052359211375 0.263690105050662 0.727325626992628 0.70735450176379 0.29264549771988 1896
"18" 0.055578786810706 0.944421180742949 0.259265156152756 0.732659634183788 0.692571514454872 0.307428484999056 1897
"19" 0.0562167911771253 0.943783177592392 0.254829414579976 0.737937270545157 0.67738234086284 0.322617658563394 1898
"20" 0.056861684243937 0.943138285751067 0.250386363481232 0.743157830191974 0.661809151070808 0.338190848330379 1899
"21" 0.057513530392978 0.942486440835608 0.24593942357922 0.748320698956769 0.64587719699326 0.354122802386112 1900
"22" 0.0581723943773744 0.941827578091272 0.241491947122481 0.753425351488276 0.629614721862277 0.370385277499063 1901
"23" 0.0588383413180218 0.941161632395449 0.23704721240759 0.758471347949573 0.613052820611539 0.386947178736051 1902
"24" 0.0595114366998903 0.940488538261359 0.232608418880897 0.763458330321258 0.596225250974471 0.40377474836407 1903
"25" 0.06019174636815 0.939808229841918 0.228178682824787 0.768386018316675 0.579168196471632 0.420831802862889 1904
"26" 0.0608793365241141 0.939120640933799 0.223761033628954 0.773254204917516 0.561919983877105 0.438080015458637 1905
"27" 0.0615742737209951 0.938425704981666 0.219358410642856 0.778062751539672 0.544520759164827 0.455479240177466 1906
"28" 0.0622766248594723 0.937723355082604 0.214973660601172 0.782811582840934 0.527012127279503 0.472987872074628 1907
"29" 0.0629864571830649 0.937013523990748 0.210609535609867 0.78750068118414 0.509436762288601 0.490563237082477 1908
"30" 0.0637038382733082 0.936296144122096 0.20626869167635 0.792130080771739 0.491837995491099 0.508162003901727 1909
"31" 0.0644288360447297 0.935571147559536 0.201953687763158 0.796699861470427 0.474259389832293 0.52574060958665 1910
"32" 0.0651615187396202 0.934838466058065 0.197666985340675 0.801210142347661 0.456744309461038 0.54325568998786 1911
"33" 0.0659019549225971 0.934098031050229 0.193410948410601 0.80566107494549 0.439335493439864 0.560664506042205 1912
"34" 0.0666502134749562 0.933349773651761 0.189187843968207 0.810052836321317 0.422074642470157 0.577925357047616 1913
"35" 0.0674063635888076 0.932593624667447 0.184999842867873 0.814385621889927 0.405002027031909 0.594997972523385 1914
"36" 0.068170474760993 0.931829514597202 0.180849021053072 0.818659638106548 0.388156124585489 0.61184387500841 1915
"37" 0.0689426167867799 0.931057373642371 0.176737361108789 0.822875095036694 0.371573292481516 0.628426707151358 1916
"38" 0.0697228597533292 0.930277131712263 0.17266675409143 0.827032198865292 0.355287482026068 0.644712517645478 1917
"39" 0.0705112740329325 0.929488718430903 0.168639001588645 0.831131144404978 0.339329997812677 0.660670001896614 1918
"40" 0.0713079302760155 0.928692063144031 0.164655817959136 0.835172107671483 0.32372930502401 0.676270694721555 1919
"41" 0.0721128994039033 0.927887094926326 0.160718832700619 0.839155238602685 0.308510885988968 0.691489113790943 1920
"42" 0.0729262526013447 0.927073742588887 0.15682959289263 0.843080654007052 0.293697145915293 0.706302853896666 1921
"43" 0.073748061308791 0.926251934686942 0.152989565659994 0.846948430836736 0.279307366456051 0.720692633385387 1922
"44" 0.0745783972144254 0.925421599527818 0.149200140602502 0.850758599890297 0.265357704653363 0.734642295214806 1923
"45" 0.0754173322459407 0.924582665179161 0.145462632136897 0.854511140059699 0.25186123386563 0.74813876602643 1924
"46" 0.0762649385620597 0.923735059477409 0.141778281698646 0.858205973245541 0.238828022544619 0.76117197736848 1925
"47" 0.0771212885437963 0.922878710036529 0.138148259753387 0.861842960073004 0.226265246193608 0.773734753737737 1926
"48" 0.0779864547854522 0.922013544257014 0.134573667571402 0.865421896548343 0.214177327504504 0.785822672442408 1927
"49" 0.0788605100853469 0.921139489335153 0.131055538723181 0.868942511801279 0.20256609952838 0.797433900431583 1928
